date,user,rating,review,thumbsUpCount
2024-11-08 04:16:39,Muhammad Yunus,5,Sangat membantu,0
2024-11-08 03:50:22,ading munawar,1,"Sesuai dengan ratingnya yg hanya 3,5. Diinstal HANYA oleh 5jt dari 275 juta warga Indonesia. Dibiayai oleh pajak masyarakat, dikomplain oleh ratusan ribu pengguna, mungkin jg sudah di uninstal oleh jutaan objek pajak, tapi gak ada punya rasa malu untuk mereview layanan digital menyedihkan, yg notabene hak kami pembayar pajak kendaraan tiap tahun. Verifikasi ktp TIDAK pernah berhasil, upload dokumen susahnya seperti nyari kejujuran di kantor2 milik negara, nyoba hubungi cs yg jawab cuma bot.",2
2024-11-08 03:20:45,Sarwono S,2,"Sudah dari tanggal 30 Oktober proses sampai hari ini masih belum selesai, harus minta percepatan ke siapa ya",0
2024-11-08 03:20:34,Bimoli Jr,1,"baru ngisi langkah pertama aja nik tidak sesuai, padahal nik udah bener, emang aneh ini aplikasi",0
2024-11-08 03:08:33,Mbk Maemonah,1,"Aplikasi terburuk, bukannya mempermudah malah mempersulit pengguna",0
2024-11-08 03:05:38,Fitri Aprilia Junaedi,1,Apasih mau verifikasi ktp aja susah banget 😑,0
2024-11-08 02:42:32,Zikra Fadhila Fitri,1,"Aplikasinya belum optimal, harusnya bisa memudahkan masyarakat untuk mengurus SIM, tetapi nyatanya untuk verifikasi e-KTP saja susah sekali, sudah dilakukan berulang-ulang gagal terus, mohon diperbaiki lagi sistemnya, beda sekali dengan aplikasi digital pemerintah lainnya yang mudah diakses",0
2024-11-08 02:40:42,Rihandi Advianto,5,"Josss perpanjangan sim cepat, semoga fitur lainnya (etle, pembuatan sim baru, dll) bisa cepat di adakan",0
2024-11-08 02:31:23,Weldi ansyah,1,kenapa tidak bisa melakukan registrasi untuk sim baru ????,0
2024-11-08 02:08:12,Sari Amalia : Daffa N.P,5,"Pertama kali perpanjang SIM Online. Perpanjang SIM dari rumah. Tes Kesehatan dan Tes Psikologi juga dari rumah, semua berkas disiapkan PDFnya. Efisien banget buat para pekerja. Selesai Proses, tinggal tunggu dirumah deh SIMnya bisa dipaketin Thanks Polri udah ada aplikasi ini",0
2024-11-08 02:04:14,Kha hairul azhar Azhar,5,"Sangat puas , sangat membantu Terima kasih",0
2024-11-08 02:00:46,Zyakia Fahrib,1,"Verifikasi foto ktp gagal terus, sudah di coba beberapa kali. Hasilnya tetap sama.",0
2024-11-08 01:44:19,yogi mukti,5,Sangat membantu dan memudahkan... Tingkatkan lagi Polri 👍👍👍,0
2024-11-08 01:36:05,Afik Kumis,1,Tidak berguna,0
2024-11-08 01:01:16,Par Jio,5,Sangat puas dengan hasil,0
2024-11-08 00:57:25,Asep Edi (Ncek Cecep),1,"Itu Polda Jabar gimana dah, kagak ada satpasnya.. wkwkwkw",0
2024-11-08 00:39:11,Rizky Juventino,1,"Ribet verifikasi ktp aja susah bgt gagal mulu kalah sama apk yg lain gampang cepet gak bertele"". Mending langsung ke satpas lah buang"" kuota. Yg bilang bagus pasti ORDAl",0
2024-11-08 00:23:17,Putra Anggara,1,"Klo Apk ini lancar,yo jelas lah mengurangi Jatah Makan ""Tikus"" brseragam.. Hapus aj APK g guna ini Pak Bossss.. NIK dri Pusat ko kterangan NIK tidak sesuai...Ndiasmu krewak🔥",0
2024-11-07 23:17:23,Suwandi,5,Sangat membantu 🙏🏻,0
2024-11-07 20:59:50,Achmad Nawawi,4,Mudah dan simple serta menghindari per caloan,0
2024-11-07 19:51:21,Achmad David,3,verif ektp sangat susah di android maupun ios dengan cahaya yang bagus jaringan stabil tetap tidak bisa sudah dicoba berulang kali sama tolong aplikasi segera diperbarui karena apa diaplikasi lain cepat ini kok susah banget,0
2024-11-07 18:47:34,Gilang Maulana,4,kenapa aplikasi nya tidak bisa di buka,0
2024-11-07 17:26:58,yudi pangestu,5,Bukti nyata bahwa program polri mempermudah pengurusan untuk sebuah kemajuan negara,0
2024-11-07 15:51:03,rommy david,5,Mempermudah perpanjangan sim,0
2024-11-07 15:38:47,Anzfran Setyawan,2,"Kalau Boleh Tau Untuk Verifikasi Foto jam Berpa Aja Sih . Nyobak Jam Malam Gagal"" teruss .. Sampek Kayak pengajuan pinjol Mangap"""" .. Maaf Ya Baru kali ini Coba Perpanjang Sim lewat Online . . Kan Kalau Aplikasi Memudahkan Ya ..",0
2024-11-07 15:37:54,Bayu Febrian,1,"Untuk layanan aplikasi ini hanya masih beberapa wilayah tertentu saja kah, soalnya untuk di tempat saya semua fitur aplikasi belum bisa digunakan.",0
2024-11-07 15:33:36,desi paramitha putri,5,Plus minus.. Minusnya.. Harus instal3aplikasi sekaligus.. Trus ngisi soal psikotes yang banyak.. Ada resiko di tolak karena berkas poto yang pecah.. Plusnya.. Gak perlu antri dan pergi jauh2 ke samsat..,0
2024-11-09 02:41:24,Monica Cahyani,1,aplikasi pelayanan publik yang buruk,0
2024-11-09 02:37:53,Abuy Oren,5,Semoga semakin baik lagi & Jaya Selalu ..,0
2024-11-09 02:29:10,Rika Noorianti,5,"ga nyangka perpanjang sim online bisa se cepat kilat ini, bravo polri 😍",0
2024-11-09 02:04:19,David bo,1,Eror,0
2024-11-09 01:55:07,Debby Eko Saputra,1,"Mau registrasi tidak bisa, dengan kode terjadi kesalahan pastikan NIK sesuai, padahal sudah sesuai",0
2024-11-09 01:41:23,Rudi Saputra,1,"Kecewa, dulu sebentar buat SIM Online nya, tp sekarang susah.... Katanya Pastikan NIK sesuai, padahal saya sudah terdaftar perpanjang SIM sebelum nya...",0
2024-11-09 01:21:41,didik wahyu,1,Verifikasi foto wajah susah sekali.... Buat aplikasi ko kelihatan alakadarnya....,0
2024-11-09 01:12:36,Laila Mutohar,5,Bagus,0
2024-11-09 00:54:46,achmad biyan aldinata,3,"Maaf saya kasih bintang 3, Capek sama verifikasi data ktp yang tidak ada selesainya 😌",0
2024-11-09 00:28:47,Herman Bjm,5,mudah di mengerti sangat membantu,0
2024-11-09 00:01:43,Ceu Weni 229,5,Perpanjangan sim menjadi lebih mudah lebih cepat,0
2024-11-08 23:50:43,Nolan Permatasari,3,Membuat darah tinggi...😂😂😂,0
2024-11-08 23:44:18,abdul Mujib,1,Verifikasi wajah tak pernah berhasil,0
2024-11-08 23:07:19,Yudi Prasetio,1,"Gajelas verifikasi sulit berkali2 coba gapernah bisaa, tolong laah diperbaiki sangat tidak membantu",0
2024-11-08 22:45:55,MEIRI TRI MAHARANI,5,Mempermudah tapi harus sabar nunggu antrean:),0
2024-11-08 22:45:39,saras,2,Sudah coba berkali2 dan sudah dalat notifikasi tapi kenyataan belum berhasil buka walau ada notifikasi SMS selamat dam sudah bisa buka kembali. Saya coba terus sampai pulsa habis loh. Ampum deh,0
2024-11-08 21:57:03,Ardani Muhammad,5,enak g ribet,0
2024-11-08 21:28:08,Fatur Rohman,2,Prosesnya lama,0
2024-11-08 20:16:14,Albert Firdaus,1,"Mending perpanjang ditempat, serius",0
2024-11-08 16:55:40,Arif Setiawan,5,Sagat membantu,0
2024-11-08 15:59:58,Yoga Setiawan,5,Mantap,0
2024-11-08 15:23:05,Bagaz Arief,1,instal>hapus..setengah jam cuma untuk verifikasi e-ktp(verif wajah) cahaya terang sinyal kuat masih tetap gak bisa,0
2024-11-08 15:14:42,Fransiskus Thomas,1,"APLIKASI SAMPAH! VERIFIKASI E-KTP SELALU GAGAL SEMUA SUDAH DILAKUKAN SESUAI INSTRUKSI KAYA ORANG BEGO, KEDIP NGANGGUK BUKA MULUT!",0
2024-11-08 15:11:47,agung sumedi,5,Terimakasih. Semua lancar dan sangat membantu. Pertahankan dan di kembangkan lagi buat pelayanan yg lainnya ya min.,0
2024-11-08 14:53:49,Lukman Hakim,1,Perpanjangan SIM sangat lama,0
2024-11-08 14:46:54,Anggita Chandra,5,Sangat memuaskan,0
2024-11-08 13:54:11,Irsyad Aa,1,"Ribet bangsul, verifikasi susah amat",0
2024-11-08 13:38:54,abdul yunus,1,"Aplikasi payah,mau verifikasi saja susahnya minta ampun,aplikasi kok gini amat ya",0
2024-11-08 13:36:12,asep yudi,4,Sangat mempermudah perpanjang SIM tapi prosesnya lama,0
2024-11-08 13:21:04,Hafit Prasetyo,5,"Inovasi dari Digital Korlantas POLRI Perpanjangan SIM A yang sangat mudah, cepat, tanpa calo, murah pula Matur suwun POLRI",0
2024-11-08 12:09:51,lexus 3second,5,Bagus 3 hari sim sudah dikirim terima kasih polres serang,0
2024-11-08 11:58:13,M. REZA,1,"Aplikasi bobrok,disuruh verifikasi wajah,udah terang foto pun gamau,sampah",0
2024-11-08 11:49:36,Arey Remci,4,Lupa pin,0
2024-11-08 11:40:37,Supri Yadi,5,Bermanfaat dan membantu Terimakasih KORLANTAS,0
2024-11-08 11:31:49,DANA,5,Mantap!!!,1
2024-11-08 11:17:52,Riyan Hidayat,5,Makasi dengan aplikasi ini bisa sangat membantu untuk mempermudah perpanjang sim di dalam kesibukan kerja🙏🙏😁,0
2024-11-08 10:38:53,Yoda Widiyanto,2,Mumet banget,0
2024-11-08 10:33:40,Marcdyan 12,5,"Untuk perpanjangan SIM sangat memuaskan tidak perlu capek"", proses cepat pengiriman cepat",0
2024-11-08 10:28:18,ABI ARSYILA,1,Gak bisa di gunakan menu SM,0
2024-11-08 09:55:11,Nopy Ulandari,5,Semoga selalu diberikan pelayanan yang terbaik,0
2024-11-08 09:42:18,Sumber Rezeki,1,Kenapa punya sy loading terus mau cek no sim,0
2024-11-08 09:11:35,tiar dewi,5,Proses sangat cepat,0
2024-11-08 09:05:56,Muhammad Rafdi,5,Mantap,0
2024-11-08 08:52:53,Khairul Huda,5,Aplikasi aangat membantu dan mudah digunakan,0
2024-11-08 08:48:11,Erlyana Desy,1,"Banyak eror, aplikasi sering keluar sendiri kebanyakan bug",0
2024-11-08 08:43:33,Sri Sudianti,5,"Sejauh ini aman dan lancar, saya pengajuan tanggal 29 Oktober, SIM diterima tanggal 08 November setelah DM Instagram Satpas yang saya pilih karena dalam 1 minggu belum diproses juga, akhirnya direspon dan diproses, terimakasih, aplikasinya sangat membantu, semoga bisa terus ditingkatkan lagi",0
2024-11-08 08:35:35,Estu wahyu Utomo,1,aplikasi sampah mau verivikasi ktp aja gagal puluhan kali,0
2024-11-08 08:08:30,Puji Setya,5,Terimakasih digital porlantas.. sangat membantu,0
2024-11-08 07:55:04,Gun Gun,5,Proses cepat Sukses selalu polres tangerang selatan,0
2024-11-08 07:34:41,nasran lepi,5,Sangat puas menggunakan aplikasi ini. Sangat membantu. Terima kasih,0
2024-11-08 07:28:09,Chandra Kurniawan,3,"Tanggal 7 November 2024 mengajukan perpanjangan SIM A secara online di Digital Korlantas sampai pada tahap menyelesaikan soal² psikotes. Setelah selesai psikotes tidak dapat lanjut ke pemilihan satpas terdekat sesuai KTP (Sidoarjo). Tanggal 8 November 2024 saya buka kembali untuk melanjutkan proses perpanjangan SIM secara online, akan tetapi ketika membuka aplikasi kembali lagi ke menu registrasi dan mengalami kegagalan dengan notifikasi harap menyesuaikan NIK. Padahal hari sebelumnya sukses.",0
2024-11-08 07:26:11,Kukuh Jaya Sukmana P,5,"terima kasih banyak, dengan adanya pelayanan SIM online sangat membantu dan signifikan perubahan pelayanannya jadi lebih baik",0
2024-11-08 07:13:55,Harsuk channel,5,Proses cukup cepat dan amanah Terimakasih,0
2024-11-08 07:09:23,Ridwan,5,Yang masa pengembngan lebih sepat dong,0
2024-11-08 07:05:04,Yudha Nurul huda,1,"Penanganan buruk, masa iya udh jadi tingal kirim di tolak ,duit udah masuk baliknya tekor Slow respon bahkan gak di jawab lewat apapun email/wa",0
2024-11-08 06:48:09,Jenal Mustofa,5,Mantap,0
2024-11-08 06:44:39,BR,1,Aplikasi yang sangat tidak membantu. Sudah di proses tetapi dibatalkan dengan alasan silakan Langsung datang ke tempat satpas terdekat,0
2024-11-08 06:13:49,Sri Rahayu,1,"Burukk pengajuan perpanjangan sim dari 5 okt sampe 8 okt masih 40% satpas tasikmalaya,",0
2024-11-08 06:00:04,Indra Pramuja,5,"Baik,cepat,dan tanggap",0
2024-11-08 05:50:24,abas abas,5,Mantap,0
2024-11-08 05:49:15,pradipto haryo,1,"Uang lebih manis dari madu, oknumnya kebanyakan",0
2024-11-08 05:46:52,Kris Kasihanto,5,Sangat muda dan cepat pelayanannya,0
2024-11-08 05:40:21,Bajinguk Ingak inguk,1,"Aplikasi tidak bisa di pakai. Verifikasi selalu gagal. Capek geleng-geleng, kedip-kedip, buka mulut. Harap maklum proyek negara",0
2024-11-08 05:40:14,Syafi Zuhri,5,Prosesnya mudah dan cepat,0
2024-11-08 05:38:32,Nurfadilah Hagria,5,Tinggal duduk dari rumah aja,0
2024-11-08 05:20:35,Bintang Polos,5,Mantap walaupun lama,0
2024-11-08 05:07:43,Lia TM,1,"Susah saat verifikasi ektp, gagal terus",0
2024-11-08 05:07:07,Arief Budi Satria,5,Bikin sim C 20 hari jadi..,0
2024-11-08 05:05:39,Eka Novia,1,Bad!! Verifikasi gagal terus,0
2024-11-08 04:55:06,Lina Sofi,4,mohon untuk bisa lebih di tingkatkan kualitas pelayanannya agar bisa lebih cepat prosesnya,0
2024-11-08 04:53:40,Wahyujati,5,Gokil bisa dari rumah,0
2024-11-08 04:49:54,Clianta Clianta (Clianta),1,Tidak bisa verifikasi,0
2024-11-08 04:19:23,Bhakti Yudha,5,"Sangat membantu, namun kecepatan penyelesaian SIM perlu ditingkatkan lagi..saya mengajukan permohonan perpanjangan SIM A & C tanggal 26/9/2024, expired SIM tanggal 15/10/2024..sempat ketar-ketir karena lama disebabkan katanya antrian tinggi di satpas..kemudian SIM² tersebut dikirim sampai rumah saya tanggal 07/11/2024..overall bagus & membantu banget..gak perlu antri & biaya lebih murah..",0
2024-11-08 04:16:39,Muhammad Yunus,5,Sangat membantu,0
2024-11-08 03:50:22,ading munawar,1,"Sesuai dengan ratingnya yg hanya 3,5. Diinstal HANYA oleh 5jt dari 275 juta warga Indonesia. Dibiayai oleh pajak masyarakat, dikomplain oleh ratusan ribu pengguna, mungkin jg sudah di uninstal oleh jutaan objek pajak, tapi gak ada punya rasa malu untuk mereview layanan digital menyedihkan, yg notabene hak kami pembayar pajak kendaraan tiap tahun. Verifikasi ktp TIDAK pernah berhasil, upload dokumen susahnya seperti nyari kejujuran di kantor2 milik negara, nyoba hubungi cs yg jawab cuma bot.",2
2024-11-08 03:20:45,Sarwono S,2,"Sudah dari tanggal 30 Oktober proses sampai hari ini masih belum selesai, harus minta percepatan ke siapa ya",0
2024-11-08 03:20:34,Bimoli Jr,1,"baru ngisi langkah pertama aja nik tidak sesuai, padahal nik udah bener, emang aneh ini aplikasi",0
2024-11-08 03:08:33,Mbk Maemonah,1,"Aplikasi terburuk, bukannya mempermudah malah mempersulit pengguna",0
2024-11-08 03:05:38,Fitri Aprilia Junaedi,1,Apasih mau verifikasi ktp aja susah banget 😑,0
2024-11-08 02:42:32,Zikra Fadhila Fitri,1,"Aplikasinya belum optimal, harusnya bisa memudahkan masyarakat untuk mengurus SIM, tetapi nyatanya untuk verifikasi e-KTP saja susah sekali, sudah dilakukan berulang-ulang gagal terus, mohon diperbaiki lagi sistemnya, beda sekali dengan aplikasi digital pemerintah lainnya yang mudah diakses",0
2024-11-08 02:40:42,Rihandi Advianto,5,"Josss perpanjangan sim cepat, semoga fitur lainnya (etle, pembuatan sim baru, dll) bisa cepat di adakan",0
2024-11-08 02:31:23,Weldi ansyah,1,kenapa tidak bisa melakukan registrasi untuk sim baru ????,0
2024-11-08 02:08:12,Sari Amalia : Daffa N.P,5,"Pertama kali perpanjang SIM Online. Perpanjang SIM dari rumah. Tes Kesehatan dan Tes Psikologi juga dari rumah, semua berkas disiapkan PDFnya. Efisien banget buat para pekerja. Selesai Proses, tinggal tunggu dirumah deh SIMnya bisa dipaketin Thanks Polri udah ada aplikasi ini",0
2024-11-08 02:04:14,Kha hairul azhar Azhar,5,"Sangat puas , sangat membantu Terima kasih",0
2024-11-08 02:00:46,Zyakia Fahrib,1,"Verifikasi foto ktp gagal terus, sudah di coba beberapa kali. Hasilnya tetap sama.",0
2024-11-08 01:44:19,yogi mukti,5,Sangat membantu dan memudahkan... Tingkatkan lagi Polri 👍👍👍,0
2024-11-08 01:36:05,Afik Kumis,1,Tidak berguna,0
2024-11-08 01:01:16,Par Jio,5,Sangat puas dengan hasil,0
2024-11-08 00:57:25,Asep Edi (Ncek Cecep),1,"Itu Polda Jabar gimana dah, kagak ada satpasnya.. wkwkwkw",0
2024-11-08 00:39:11,Rizky Juventino,1,"Ribet verifikasi ktp aja susah bgt gagal mulu kalah sama apk yg lain gampang cepet gak bertele"". Mending langsung ke satpas lah buang"" kuota. Yg bilang bagus pasti ORDAl",0
2024-11-08 00:23:17,Putra Anggara,1,"Klo Apk ini lancar,yo jelas lah mengurangi Jatah Makan ""Tikus"" brseragam.. Hapus aj APK g guna ini Pak Bossss.. NIK dri Pusat ko kterangan NIK tidak sesuai...Ndiasmu krewak🔥",0
2024-11-07 23:17:23,Suwandi,5,Sangat membantu 🙏🏻,0
2024-11-07 20:59:50,Achmad Nawawi,4,Mudah dan simple serta menghindari per caloan,0
2024-11-07 19:51:21,Achmad David,3,verif ektp sangat susah di android maupun ios dengan cahaya yang bagus jaringan stabil tetap tidak bisa sudah dicoba berulang kali sama tolong aplikasi segera diperbarui karena apa diaplikasi lain cepat ini kok susah banget,0
2024-11-07 18:47:34,Gilang Maulana,4,kenapa aplikasi nya tidak bisa di buka,0
2024-11-07 17:26:58,yudi pangestu,5,Bukti nyata bahwa program polri mempermudah pengurusan untuk sebuah kemajuan negara,0
2024-11-07 15:51:03,rommy david,5,Mempermudah perpanjangan sim,0
2024-11-07 15:38:47,Anzfran Setyawan,2,"Kalau Boleh Tau Untuk Verifikasi Foto jam Berpa Aja Sih . Nyobak Jam Malam Gagal"" teruss .. Sampek Kayak pengajuan pinjol Mangap"""" .. Maaf Ya Baru kali ini Coba Perpanjang Sim lewat Online . . Kan Kalau Aplikasi Memudahkan Ya ..",0
2024-11-07 15:37:54,Bayu Febrian,1,"Untuk layanan aplikasi ini hanya masih beberapa wilayah tertentu saja kah, soalnya untuk di tempat saya semua fitur aplikasi belum bisa digunakan.",0
2024-11-07 15:33:36,desi paramitha putri,5,Plus minus.. Minusnya.. Harus instal3aplikasi sekaligus.. Trus ngisi soal psikotes yang banyak.. Ada resiko di tolak karena berkas poto yang pecah.. Plusnya.. Gak perlu antri dan pergi jauh2 ke samsat..,0
2024-11-09 02:41:24,Monica Cahyani,1,aplikasi pelayanan publik yang buruk,0
2024-11-09 02:37:53,Abuy Oren,5,Semoga semakin baik lagi & Jaya Selalu ..,0
2024-11-09 02:29:10,Rika Noorianti,5,"ga nyangka perpanjang sim online bisa se cepat kilat ini, bravo polri 😍",0
2024-11-09 02:04:19,David bo,1,Eror,0
2024-11-09 01:55:07,Debby Eko Saputra,1,"Mau registrasi tidak bisa, dengan kode terjadi kesalahan pastikan NIK sesuai, padahal sudah sesuai",0
2024-11-09 01:41:23,Rudi Saputra,1,"Kecewa, dulu sebentar buat SIM Online nya, tp sekarang susah.... Katanya Pastikan NIK sesuai, padahal saya sudah terdaftar perpanjang SIM sebelum nya...",0
2024-11-09 01:21:41,didik wahyu,1,Verifikasi foto wajah susah sekali.... Buat aplikasi ko kelihatan alakadarnya....,0
2024-11-09 01:12:36,Laila Mutohar,5,Bagus,0
2024-11-09 00:54:46,achmad biyan aldinata,3,"Maaf saya kasih bintang 3, Capek sama verifikasi data ktp yang tidak ada selesainya 😌",0
2024-11-09 00:28:47,Herman Bjm,5,mudah di mengerti sangat membantu,0
2024-11-09 00:01:43,Ceu Weni 229,5,Perpanjangan sim menjadi lebih mudah lebih cepat,0
2024-11-08 23:50:43,Nolan Permatasari,3,Membuat darah tinggi...😂😂😂,0
2024-11-08 23:44:18,abdul Mujib,1,Verifikasi wajah tak pernah berhasil,0
2024-11-08 23:07:19,Yudi Prasetio,1,"Gajelas verifikasi sulit berkali2 coba gapernah bisaa, tolong laah diperbaiki sangat tidak membantu",0
2024-11-08 22:45:55,MEIRI TRI MAHARANI,5,Mempermudah tapi harus sabar nunggu antrean:),0
2024-11-08 22:45:39,saras,2,Sudah coba berkali2 dan sudah dalat notifikasi tapi kenyataan belum berhasil buka walau ada notifikasi SMS selamat dam sudah bisa buka kembali. Saya coba terus sampai pulsa habis loh. Ampum deh,0
2024-11-08 21:57:03,Ardani Muhammad,5,enak g ribet,0
2024-11-08 21:28:08,Fatur Rohman,2,Prosesnya lama,0
2024-11-08 20:16:14,Albert Firdaus,1,"Mending perpanjang ditempat, serius",0
2024-11-08 16:55:40,Arif Setiawan,5,Sagat membantu,0
2024-11-08 15:59:58,Yoga Setiawan,5,Mantap,0
2024-11-08 15:23:05,Bagaz Arief,1,instal>hapus..setengah jam cuma untuk verifikasi e-ktp(verif wajah) cahaya terang sinyal kuat masih tetap gak bisa,0
2024-11-08 15:14:42,Fransiskus Thomas,1,"APLIKASI SAMPAH! VERIFIKASI E-KTP SELALU GAGAL SEMUA SUDAH DILAKUKAN SESUAI INSTRUKSI KAYA ORANG BEGO, KEDIP NGANGGUK BUKA MULUT!",0
2024-11-08 15:11:47,agung sumedi,5,Terimakasih. Semua lancar dan sangat membantu. Pertahankan dan di kembangkan lagi buat pelayanan yg lainnya ya min.,0
2024-11-08 14:53:49,Lukman Hakim,1,Perpanjangan SIM sangat lama,0
2024-11-08 14:46:54,Anggita Chandra,5,Sangat memuaskan,0
2024-11-08 13:54:11,Irsyad Aa,1,"Ribet bangsul, verifikasi susah amat",0
2024-11-08 13:38:54,abdul yunus,1,"Aplikasi payah,mau verifikasi saja susahnya minta ampun,aplikasi kok gini amat ya",0
2024-11-08 13:36:12,asep yudi,4,Sangat mempermudah perpanjang SIM tapi prosesnya lama,0
2024-11-08 13:21:04,Hafit Prasetyo,5,"Inovasi dari Digital Korlantas POLRI Perpanjangan SIM A yang sangat mudah, cepat, tanpa calo, murah pula Matur suwun POLRI",0
2024-11-08 12:09:51,lexus 3second,5,Bagus 3 hari sim sudah dikirim terima kasih polres serang,0
2024-11-08 11:58:13,M. REZA,1,"Aplikasi bobrok,disuruh verifikasi wajah,udah terang foto pun gamau,sampah",0
2024-11-08 11:49:36,Arey Remci,4,Lupa pin,0
2024-11-08 11:40:37,Supri Yadi,5,Bermanfaat dan membantu Terimakasih KORLANTAS,0
2024-11-08 11:31:49,DANA,5,Mantap!!!,1
2024-11-08 11:17:52,Riyan Hidayat,5,Makasi dengan aplikasi ini bisa sangat membantu untuk mempermudah perpanjang sim di dalam kesibukan kerja🙏🙏😁,0
2024-11-08 10:38:53,Yoda Widiyanto,2,Mumet banget,0
2024-11-08 10:33:40,Marcdyan 12,5,"Untuk perpanjangan SIM sangat memuaskan tidak perlu capek"", proses cepat pengiriman cepat",0
2024-11-08 10:28:18,ABI ARSYILA,1,Gak bisa di gunakan menu SM,0
2024-11-08 09:55:11,Nopy Ulandari,5,Semoga selalu diberikan pelayanan yang terbaik,0
2024-11-08 09:42:18,Sumber Rezeki,1,Kenapa punya sy loading terus mau cek no sim,0
2024-11-08 09:11:35,tiar dewi,5,Proses sangat cepat,0
2024-11-08 09:05:56,Muhammad Rafdi,5,Mantap,0
2024-11-08 08:52:53,Khairul Huda,5,Aplikasi aangat membantu dan mudah digunakan,0
2024-11-08 08:48:11,Erlyana Desy,1,"Banyak eror, aplikasi sering keluar sendiri kebanyakan bug",0
2024-11-08 08:43:33,Sri Sudianti,5,"Sejauh ini aman dan lancar, saya pengajuan tanggal 29 Oktober, SIM diterima tanggal 08 November setelah DM Instagram Satpas yang saya pilih karena dalam 1 minggu belum diproses juga, akhirnya direspon dan diproses, terimakasih, aplikasinya sangat membantu, semoga bisa terus ditingkatkan lagi",0
2024-11-08 08:35:35,Estu wahyu Utomo,1,aplikasi sampah mau verivikasi ktp aja gagal puluhan kali,0
2024-11-08 08:08:30,Puji Setya,5,Terimakasih digital porlantas.. sangat membantu,0
2024-11-08 07:55:04,Gun Gun,5,Proses cepat Sukses selalu polres tangerang selatan,0
2024-11-08 07:34:41,nasran lepi,5,Sangat puas menggunakan aplikasi ini. Sangat membantu. Terima kasih,0
2024-11-08 07:28:09,Chandra Kurniawan,3,"Tanggal 7 November 2024 mengajukan perpanjangan SIM A secara online di Digital Korlantas sampai pada tahap menyelesaikan soal² psikotes. Setelah selesai psikotes tidak dapat lanjut ke pemilihan satpas terdekat sesuai KTP (Sidoarjo). Tanggal 8 November 2024 saya buka kembali untuk melanjutkan proses perpanjangan SIM secara online, akan tetapi ketika membuka aplikasi kembali lagi ke menu registrasi dan mengalami kegagalan dengan notifikasi harap menyesuaikan NIK. Padahal hari sebelumnya sukses.",0
2024-11-08 07:26:11,Kukuh Jaya Sukmana P,5,"terima kasih banyak, dengan adanya pelayanan SIM online sangat membantu dan signifikan perubahan pelayanannya jadi lebih baik",0
2024-11-08 07:13:55,Harsuk channel,5,Proses cukup cepat dan amanah Terimakasih,0
2024-11-08 07:09:23,Ridwan,5,Yang masa pengembngan lebih sepat dong,0
2024-11-08 07:05:04,Yudha Nurul huda,1,"Penanganan buruk, masa iya udh jadi tingal kirim di tolak ,duit udah masuk baliknya tekor Slow respon bahkan gak di jawab lewat apapun email/wa",0
2024-11-08 06:48:09,Jenal Mustofa,5,Mantap,0
2024-11-08 06:44:39,BR,1,Aplikasi yang sangat tidak membantu. Sudah di proses tetapi dibatalkan dengan alasan silakan Langsung datang ke tempat satpas terdekat,0
2024-11-08 06:13:49,Sri Rahayu,1,"Burukk pengajuan perpanjangan sim dari 5 okt sampe 8 okt masih 40% satpas tasikmalaya,",0
2024-11-08 06:00:04,Indra Pramuja,5,"Baik,cepat,dan tanggap",0
2024-11-08 05:50:24,abas abas,5,Mantap,0
2024-11-08 05:49:15,pradipto haryo,1,"Uang lebih manis dari madu, oknumnya kebanyakan",0
2024-11-08 05:46:52,Kris Kasihanto,5,Sangat muda dan cepat pelayanannya,0
2024-11-08 05:40:21,Bajinguk Ingak inguk,1,"Aplikasi tidak bisa di pakai. Verifikasi selalu gagal. Capek geleng-geleng, kedip-kedip, buka mulut. Harap maklum proyek negara",0
2024-11-08 05:40:14,Syafi Zuhri,5,Prosesnya mudah dan cepat,0
2024-11-08 05:38:32,Nurfadilah Hagria,5,Tinggal duduk dari rumah aja,0
2024-11-08 05:20:35,Bintang Polos,5,Mantap walaupun lama,0
2024-11-08 05:07:43,Lia TM,1,"Susah saat verifikasi ektp, gagal terus",0
2024-11-08 05:07:07,Arief Budi Satria,5,Bikin sim C 20 hari jadi..,0
2024-11-08 05:05:39,Eka Novia,1,Bad!! Verifikasi gagal terus,0
2024-11-08 04:55:06,Lina Sofi,4,mohon untuk bisa lebih di tingkatkan kualitas pelayanannya agar bisa lebih cepat prosesnya,0
2024-11-08 04:53:40,Wahyujati,5,Gokil bisa dari rumah,0
2024-11-08 04:49:54,Clianta Clianta (Clianta),1,Tidak bisa verifikasi,0
2024-11-08 04:19:23,Bhakti Yudha,5,"Sangat membantu, namun kecepatan penyelesaian SIM perlu ditingkatkan lagi..saya mengajukan permohonan perpanjangan SIM A & C tanggal 26/9/2024, expired SIM tanggal 15/10/2024..sempat ketar-ketir karena lama disebabkan katanya antrian tinggi di satpas..kemudian SIM² tersebut dikirim sampai rumah saya tanggal 07/11/2024..overall bagus & membantu banget..gak perlu antri & biaya lebih murah..",0
2024-11-08 04:16:39,Muhammad Yunus,5,Sangat membantu,0
